activity_id,user_id,activity_date,activity_type,points_earned
A22653,U1669,2024-05-02,Event Join,2
A22654,U3106,2024-04-10,Message,18
A22655,U0483,2024-12-25,AMA Join,12
A22656,U0291,2024-02-15,Message,40
A22657,U2884,2025-12-25,Event Join,49
A22658,U3161,2026-02-16,Quest Complete,12
A22659,U2521,2025-08-01,Event Join,24
A22660,U2853,2024-05-18,AMA Join,11
A22661,U3082,2025-02-17,Quest Complete,48
A22662,U3742,2025-08-28,Referral,21
A22663,U0791,2026-02-06,Event Join,1
A22664,U2026,2024-02-10,Quest Complete,39
A22665,U4356,2024-06-10,Event Join,1
A22666,U0103,2024-05-02,Referral,14
A22667,U4465,2025-06-08,Message,30
A22668,U1995,2024-10-29,AMA Join,36
A22669,U1301,2024-06-27,Event Join,38
A22670,U4319,2025-05-08,AMA Join,38
A22671,U3441,2025-11-23,Referral,41
A22672,U1583,2024-12-26,Quest Complete,25
A22673,U2006,2024-09-10,Referral,34
A22674,U4965,2024-05-16,Message,2
A22675,U0021,2024-05-09,Event Join,50
A22676,U4188,2024-05-18,Referral,23
A22677,U3691,2025-08-26,Event Join,47
A22678,U3362,2025-02-07,Message,21
A22679,U2793,2025-04-19,AMA Join,48
A22680,U2368,2024-12-28,Message,17
A22681,U0618,2024-03-16,Quest Complete,15
A22682,U4660,2024-07-12,Quest Complete,2
A22683,U0174,2024-11-16,AMA Join,32
A22684,U3189,2024-06-04,AMA Join,2
A22685,U4956,2025-12-06,Event Join,4
A22686,U1806,2024-08-26,Referral,19
A22687,U3117,2024-08-01,Quest Complete,37
A22688,U0839,2025-05-20,AMA Join,39
A22689,U3694,2024-05-02,Quest Complete,47
A22690,U2789,2024-11-23,Referral,6
A22691,U2216,2025-07-29,Event Join,33
A22692,U3451,2025-07-16,Referral,7
A22693,U0175,2024-09-02,Referral,2
A22694,U0408,2024-10-26,Event Join,11
A22695,U0543,2025-05-02,Referral,49
A22696,U2898,2024-12-26,Referral,19
A22697,U2187,2025-11-04,Message,20
A22698,U0037,2024-11-06,Event Join,32
A22699,U4440,2025-12-26,Event Join,1
A22700,U2934,2026-01-16,Referral,49
A22701,U3058,2025-01-13,Quest Complete,32
A22702,U4184,2025-04-08,Event Join,5
A22703,U1306,2025-12-04,Quest Complete,40
A22704,U4022,2025-09-04,AMA Join,9
A22705,U2200,2025-10-15,Message,42
A22706,U1415,2024-03-25,Quest Complete,41
A22707,U4476,2025-11-28,Message,41
A22708,U1870,2025-11-05,Quest Complete,36
A22709,U4346,2024-07-03,Event Join,44
A22710,U3620,2024-01-06,Event Join,45
A22711,U1068,2026-04-12,Quest Complete,45
A22712,U1072,2025-04-15,AMA Join,1
A22713,U1958,2025-11-15,Referral,20
A22714,U3555,2025-12-23,Referral,7
A22715,U4709,2025-07-06,Message,21
A22716,U3442,2025-05-02,Referral,12
A22717,U0377,2024-09-20,Event Join,9
A22718,U2343,2026-01-10,Quest Complete,32
A22719,U2611,2026-02-21,Event Join,7
A22720,U3562,2024-10-06,Event Join,16
A22721,U3369,2024-08-19,Event Join,27
A22722,U0418,2025-06-13,Quest Complete,36
A22723,U3349,2025-11-12,Quest Complete,14
A22724,U3787,2026-05-24,Quest Complete,7
A22725,U4191,2025-12-13,Event Join,16
A22726,U3833,2025-07-02,Message,42
A22727,U4206,2024-11-27,Message,7
A22728,U2235,2025-04-17,Referral,24
A22729,U2813,2024-06-02,Event Join,9
A22730,U1711,2025-01-10,Message,32
A22731,U3234,2025-02-03,Quest Complete,34
A22732,U0239,2025-04-09,Event Join,32
A22733,U4917,2025-07-30,AMA Join,21
A22734,U4312,2025-03-30,AMA Join,18
A22735,U0780,2024-06-05,AMA Join,21
A22736,U0195,2024-04-02,Message,8
A22737,U1956,2024-10-26,Message,11
A22738,U1002,2024-10-12,Referral,34
A22739,U2948,2026-02-10,Message,18
A22740,U3280,2025-12-24,Message,18
A22741,U4274,2025-04-21,Message,6
A22742,U0715,2025-11-11,AMA Join,3
A22743,U2928,2025-09-29,Quest Complete,20
A22744,U1273,2025-04-17,Event Join,45
A22745,U2375,2025-10-15,Message,21
A22746,U4260,2025-11-14,Quest Complete,37
A22747,U4281,2025-04-14,Message,38
A22748,U3641,2025-10-11,AMA Join,13
A22749,U4517,2025-08-04,Message,12
A22750,U0322,2024-03-16,AMA Join,17
A22751,U2998,2026-01-09,Referral,10
A22752,U3556,2026-02-11,Quest Complete,48
A22753,U3521,2024-08-20,Referral,2
A22754,U0051,2025-11-07,Message,38
A22755,U1542,2025-05-25,Quest Complete,34
A22756,U1000,2025-01-01,Event Join,29
A22757,U3743,2025-01-25,AMA Join,27
A22758,U0791,2026-05-04,Event Join,11
A22759,U0473,2024-07-13,Event Join,12
A22760,U3814,2024-11-25,Event Join,44
A22761,U1194,2025-06-21,Message,12
A22762,U4893,2024-07-30,Referral,7
A22763,U2938,2025-05-16,Event Join,43
A22764,U1084,2026-01-17,Quest Complete,26
A22765,U2678,2024-12-31,Referral,41
A22766,U3887,2024-05-18,Message,31
A22767,U3252,2025-09-20,AMA Join,37
A22768,U0324,2025-12-16,AMA Join,9
A22769,U4745,2024-04-29,Message,47
A22770,U0605,2025-06-26,Quest Complete,2
A22771,U0495,2025-06-23,Quest Complete,45
A22772,U2249,2025-04-26,AMA Join,20
A22773,U2428,2024-06-18,Event Join,15
A22774,U3710,2025-06-09,Quest Complete,24
A22775,U0950,2025-09-23,Referral,12
A22776,U1650,2025-10-04,Message,45
A22777,U3756,2024-03-19,Referral,47
A22778,U1308,2024-11-02,Quest Complete,45
A22779,U0676,2025-07-04,Referral,3
A22780,U4116,2024-05-04,Referral,20
A22781,U1916,2025-03-20,Message,10
A22782,U1350,2026-03-18,Referral,13
A22783,U0947,2024-08-16,AMA Join,43
A22784,U4540,2025-09-24,Referral,46
A22785,U3098,2025-09-02,Referral,19
A22786,U2101,2025-02-07,Event Join,30
A22787,U2979,2025-12-20,Message,17
A22788,U0566,2026-01-13,Quest Complete,21
A22789,U4420,2024-04-10,Event Join,16
A22790,U4105,2026-01-23,Referral,11
A22791,U2356,2025-08-02,Message,49
A22792,U4820,2024-05-28,Message,35
A22793,U1637,2025-10-05,AMA Join,44
A22794,U1709,2026-02-26,AMA Join,1
A22795,U2950,2025-08-03,Message,1
A22796,U2175,2026-01-31,AMA Join,39
A22797,U4254,2025-03-21,Referral,1
A22798,U2903,2025-08-04,Quest Complete,47
A22799,U1791,2025-03-10,AMA Join,41
A22800,U3267,2025-01-29,Quest Complete,21
A22801,U1686,2024-12-06,Event Join,13
A22802,U0492,2024-12-26,Referral,10
A22803,U3833,2025-04-30,AMA Join,11
A22804,U2421,2025-08-16,AMA Join,33
A22805,U0411,2025-02-14,Message,26
A22806,U4728,2024-11-09,Message,14
A22807,U2216,2025-10-06,Referral,14
A22808,U2573,2025-05-11,AMA Join,15
A22809,U1266,2025-06-02,Quest Complete,10
A22810,U0893,2024-10-05,Event Join,17
A22811,U0503,2025-09-21,Event Join,5
A22812,U4481,2026-02-09,Message,34
A22813,U1894,2024-05-13,Referral,34
A22814,U2010,2026-03-29,Message,17
A22815,U1759,2025-10-06,Referral,42
A22816,U2426,2024-09-30,Event Join,35
A22817,U0165,2025-11-14,AMA Join,43
A22818,U3155,2025-02-10,AMA Join,44
A22819,U4162,2025-09-30,AMA Join,12
A22820,U1249,2024-07-27,Event Join,28
A22821,U1711,2025-02-01,Message,39
A22822,U1964,2025-05-21,Referral,29
A22823,U0408,2024-08-16,Message,33
A22824,U3322,2025-09-24,Referral,26
A22825,U2226,2025-02-24,AMA Join,8
A22826,U4358,2026-01-08,AMA Join,29
A22827,U3957,2024-07-05,Event Join,46
A22828,U0488,2025-05-25,AMA Join,6
A22829,U1748,2024-06-20,Event Join,43
A22830,U3474,2025-12-02,Event Join,17
A22831,U2054,2024-07-02,AMA Join,10
A22832,U1302,2026-01-12,Message,46
A22833,U0508,2025-04-02,Event Join,34
A22834,U4609,2026-03-25,Referral,32
A22835,U4966,2025-07-15,Event Join,11
A22836,U4015,2025-06-05,Event Join,40
A22837,U2165,2026-01-24,Quest Complete,13
A22838,U3311,2025-08-27,AMA Join,32
A22839,U3508,2025-07-21,Referral,24
A22840,U4863,2025-11-19,Message,34
A22841,U2333,2024-05-08,Quest Complete,18
A22842,U1449,2025-09-15,AMA Join,47
A22843,U4946,2024-05-07,Message,26
A22844,U1081,2025-08-04,Message,42
A22845,U2155,2026-04-14,AMA Join,1
A22846,U0021,2024-07-09,Quest Complete,32
A22847,U0763,2024-06-28,Quest Complete,48
A22848,U4738,2024-09-09,Quest Complete,31
A22849,U0594,2025-08-02,Referral,23
A22850,U3145,2026-02-15,Referral,29
A22851,U1504,2024-08-22,Message,47
A22852,U4403,2025-03-09,Quest Complete,15
A22853,U0645,2025-11-29,AMA Join,22
A22854,U2277,2025-01-21,Referral,14
A22855,U3377,2025-09-13,Referral,3
A22856,U3591,2024-07-01,AMA Join,35
A22857,U1287,2025-06-25,Event Join,44
A22858,U1684,2025-06-07,Event Join,28
A22859,U1527,2025-10-31,Event Join,44
A22860,U2869,2024-12-09,Quest Complete,49
A22861,U4208,2026-01-17,Referral,11
A22862,U1646,2025-01-31,Referral,8
A22863,U1537,2025-04-24,Message,30
A22864,U4827,2026-02-02,Quest Complete,10
A22865,U2947,2025-11-20,Referral,3
A22866,U0536,2024-10-01,Referral,23
A22867,U4462,2025-07-29,AMA Join,17
A22868,U4525,2025-09-12,AMA Join,49
A22869,U0393,2025-11-14,Event Join,28
A22870,U2288,2024-11-06,Quest Complete,46
A22871,U4561,2026-01-29,Quest Complete,10
A22872,U2136,2025-04-15,Message,31
A22873,U0312,2025-11-06,Message,5
A22874,U3814,2024-07-03,Quest Complete,21
A22875,U4669,2026-01-30,Event Join,22
A22876,U4409,2024-08-27,Quest Complete,30
A22877,U0740,2024-07-06,Event Join,31
A22878,U3606,2025-03-23,Event Join,8
A22879,U1300,2025-12-14,Quest Complete,30
A22880,U3854,2024-09-01,Event Join,17
A22881,U0656,2025-12-31,Referral,39
A22882,U4068,2026-02-14,Referral,3
A22883,U3255,2026-03-02,Message,45
A22884,U2247,2025-08-15,Quest Complete,41
A22885,U3906,2025-07-08,Referral,48
A22886,U4620,2025-10-26,Message,16
A22887,U0610,2024-01-10,AMA Join,19
A22888,U1150,2026-01-18,AMA Join,15
A22889,U3354,2025-07-09,Message,1
A22890,U0246,2024-12-28,AMA Join,15
A22891,U4019,2025-09-17,Message,35
A22892,U1104,2025-09-10,Message,50
A22893,U1762,2025-11-05,Event Join,44
A22894,U3921,2024-08-20,AMA Join,40
A22895,U2628,2025-07-20,AMA Join,4
A22896,U1291,2024-12-26,Referral,1
A22897,U4002,2025-01-08,Event Join,18
A22898,U0272,2024-06-12,Message,16
A22899,U1797,2025-09-23,AMA Join,7
A22900,U2034,2025-12-23,Referral,24
A22901,U3136,2025-11-20,Message,50
A22902,U2111,2025-03-21,Referral,33
A22903,U2620,2026-01-17,Referral,7
A22904,U4121,2024-12-27,Referral,32
A22905,U3053,2024-12-28,Event Join,37
A22906,U3214,2025-12-30,Quest Complete,15
A22907,U0148,2024-10-19,AMA Join,42
A22908,U1641,2024-11-06,AMA Join,31
A22909,U2514,2026-01-30,Message,40
A22910,U4443,2026-03-04,AMA Join,34
A22911,U1623,2025-12-09,Referral,35
A22912,U2923,2024-06-02,AMA Join,37
A22913,U0208,2025-07-30,Message,27
A22914,U3816,2024-05-10,Message,18
A22915,U4967,2025-08-31,Quest Complete,36
A22916,U4152,2024-12-10,AMA Join,3
A22917,U3237,2025-11-27,Referral,5
A22918,U4525,2025-07-05,Referral,5
A22919,U3327,2026-03-30,Event Join,35
A22920,U1011,2024-09-26,Quest Complete,3
A22921,U0625,2026-03-13,Quest Complete,45
A22922,U0989,2026-05-29,Referral,48
A22923,U0400,2024-08-01,Event Join,18
A22924,U2677,2025-02-05,Referral,5
A22925,U2513,2025-06-27,Referral,23
A22926,U4397,2024-06-23,Message,7
A22927,U0317,2024-05-26,Event Join,43
A22928,U0163,2024-02-15,Quest Complete,50
A22929,U1913,2025-05-07,Event Join,22
A22930,U1543,2025-06-09,AMA Join,1
A22931,U0616,2025-07-10,Referral,48
A22932,U0860,2024-01-29,Referral,32
A22933,U4146,2024-11-17,Event Join,33
A22934,U2664,2025-12-03,AMA Join,15
A22935,U4856,2024-10-07,AMA Join,11
A22936,U0090,2025-02-18,Quest Complete,12
A22937,U0807,2025-07-23,Event Join,11
A22938,U4069,2025-11-20,Event Join,11
A22939,U2550,2024-12-02,AMA Join,16
A22940,U3254,2025-04-02,Message,45
A22941,U0017,2024-10-18,AMA Join,19
A22942,U3888,2025-08-27,Quest Complete,25
A22943,U2843,2026-01-17,Referral,11
A22944,U0083,2026-03-16,Quest Complete,29
A22945,U0237,2024-06-11,Referral,29
A22946,U2938,2025-01-08,Quest Complete,29
A22947,U1101,2025-02-17,Message,42
A22948,U1262,2025-09-08,Referral,45
A22949,U2590,2024-05-01,Quest Complete,2
A22950,U0602,2026-03-14,AMA Join,45
A22951,U3357,2026-02-11,Quest Complete,47
A22952,U0015,2024-04-24,Quest Complete,19
A22953,U1670,2024-08-28,Referral,25
A22954,U3600,2024-10-09,AMA Join,17
A22955,U2659,2025-04-23,Referral,28
A22956,U4121,2024-12-30,Referral,33
A22957,U0435,2026-04-12,Message,28
A22958,U3117,2025-01-24,Event Join,49
A22959,U1949,2024-07-26,AMA Join,40
A22960,U2297,2024-07-23,Referral,6
A22961,U3253,2025-04-14,Quest Complete,49
A22962,U4702,2024-12-29,Quest Complete,50
A22963,U2729,2025-09-06,Event Join,16
A22964,U4086,2024-07-22,Message,35
A22965,U3723,2025-11-12,Message,1
A22966,U0452,2024-09-17,Message,31
A22967,U2893,2025-05-01,Quest Complete,35
A22968,U4482,2025-07-11,Message,34
A22969,U0539,2024-12-22,Quest Complete,14
A22970,U4381,2025-06-02,Event Join,5
A22971,U4129,2026-05-30,Referral,32
A22972,U0970,2025-03-19,Message,14
A22973,U2271,2024-06-22,AMA Join,21
A22974,U4310,2024-05-01,Referral,6
A22975,U1026,2025-10-26,AMA Join,15
A22976,U2124,2024-08-28,AMA Join,11
A22977,U0446,2025-03-12,Event Join,42
A22978,U2132,2024-09-01,Event Join,17
A22979,U4141,2024-07-13,Event Join,47
A22980,U0770,2025-10-23,Event Join,31
A22981,U1520,2026-02-09,Quest Complete,34
A22982,U4388,2024-06-20,Referral,12
A22983,U0672,2025-05-14,Event Join,29
A22984,U4784,2025-07-19,Quest Complete,5
A22985,U4336,2025-06-19,Event Join,2
A22986,U2608,2026-02-11,Quest Complete,36
A22987,U4806,2025-05-27,Quest Complete,37
A22988,U4215,2026-05-18,Event Join,9
A22989,U4408,2025-07-21,Quest Complete,8
A22990,U1816,2024-05-21,Quest Complete,28
A22991,U0370,2026-01-01,Referral,11
A22992,U3916,2024-06-19,Quest Complete,25
A22993,U2630,2024-07-30,Referral,9
A22994,U0062,2026-03-13,Referral,14
A22995,U1302,2025-09-19,Referral,32
A22996,U0048,2025-02-06,Quest Complete,37
A22997,U1805,2025-11-05,Referral,5
A22998,U2164,2025-03-13,Referral,5
A22999,U0848,2024-05-12,Message,11
A23000,U4956,2026-03-08,AMA Join,21
A23001,U3290,2024-12-22,Message,24
A23002,U3819,2025-09-26,Quest Complete,5
A23003,U4447,2024-12-01,AMA Join,25
A23004,U2742,2024-09-07,AMA Join,46
A23005,U2800,2026-02-21,Message,39
A23006,U0146,2025-06-14,AMA Join,21
A23007,U4561,2026-03-15,AMA Join,50
A23008,U4611,2025-07-16,Event Join,19
A23009,U3378,2025-02-18,Quest Complete,44
A23010,U3162,2025-12-23,Referral,12
A23011,U3563,2026-01-28,Event Join,2
A23012,U3699,2025-04-02,AMA Join,23
A23013,U4954,2025-11-03,AMA Join,4
A23014,U2412,2025-08-09,Event Join,16
A23015,U3878,2025-07-24,Message,37
A23016,U2787,2024-11-06,Referral,11
A23017,U0224,2025-04-19,Message,10
A23018,U3623,2025-12-25,Quest Complete,40
A23019,U2367,2025-06-13,Quest Complete,28
A23020,U1691,2025-02-08,Quest Complete,33
A23021,U3780,2025-01-11,Message,13
A23022,U0553,2024-07-21,Quest Complete,11
A23023,U4661,2026-04-03,Event Join,4
A23024,U2693,2026-05-16,Referral,14
A23025,U2805,2025-04-22,Event Join,6
A23026,U4149,2025-08-19,Quest Complete,27
A23027,U2702,2026-05-26,Referral,17
A23028,U2216,2025-11-29,Message,20
A23029,U1788,2024-07-24,Message,46
A23030,U4203,2025-04-28,Quest Complete,32
A23031,U2059,2024-09-07,Referral,7
A23032,U2777,2024-07-07,Event Join,21
A23033,U1368,2025-11-01,Referral,10
A23034,U2588,2024-09-02,Referral,47
A23035,U2577,2024-10-15,Referral,48
A23036,U3417,2025-07-23,Event Join,16
A23037,U3688,2024-09-23,Event Join,6
A23038,U2770,2024-06-16,Event Join,3
A23039,U1695,2025-04-02,Quest Complete,35
A23040,U1995,2024-12-02,Event Join,41
A23041,U4940,2025-06-26,AMA Join,45
A23042,U1507,2025-06-02,Message,7
A23043,U0033,2024-06-24,Quest Complete,24
A23044,U2387,2024-09-21,Referral,29
A23045,U4991,2025-08-21,Referral,31
A23046,U3571,2024-11-25,AMA Join,22
A23047,U0350,2025-11-29,Event Join,4
A23048,U4259,2024-05-18,AMA Join,22
A23049,U1217,2025-02-01,AMA Join,46
A23050,U3892,2025-07-05,AMA Join,49
A23051,U0362,2025-12-08,Quest Complete,11
A23052,U3895,2024-04-17,Event Join,19
A23053,U2078,2024-07-29,Referral,24
A23054,U2840,2024-04-24,Message,16
A23055,U2991,2025-11-16,Message,29
A23056,U3117,2024-12-25,Event Join,35
A23057,U1840,2025-01-10,Event Join,17
A23058,U1307,2025-04-14,Quest Complete,29
A23059,U2654,2025-12-02,AMA Join,40
A23060,U1258,2024-11-29,Quest Complete,43
A23061,U1173,2025-03-25,Referral,13
A23062,U4173,2024-06-21,Message,29
A23063,U3696,2026-03-04,Message,27
A23064,U2310,2024-04-07,Referral,1
A23065,U4905,2025-07-23,Quest Complete,12
A23066,U3517,2024-11-24,Quest Complete,40
A23067,U3919,2024-05-09,Message,39
A23068,U4948,2026-06-08,Referral,3
A23069,U3846,2026-03-01,AMA Join,30
A23070,U1679,2024-10-22,AMA Join,40
A23071,U2407,2025-02-06,Quest Complete,25
A23072,U2025,2025-05-24,Referral,1
A23073,U1569,2026-01-11,Quest Complete,5
A23074,U2021,2025-10-23,Event Join,20
A23075,U2219,2025-01-06,Message,44
A23076,U1256,2025-10-05,Referral,6
A23077,U4676,2026-05-08,Event Join,25
A23078,U2310,2024-05-11,Message,43
A23079,U0450,2024-10-25,Referral,18
A23080,U0875,2025-08-01,Event Join,5
A23081,U3887,2024-09-25,Event Join,37
A23082,U0548,2024-08-29,AMA Join,35
A23083,U2066,2025-02-07,Event Join,46
A23084,U3045,2025-01-18,Message,46
A23085,U4778,2024-09-22,AMA Join,38
A23086,U3249,2025-11-25,Event Join,5
A23087,U4420,2024-04-10,Quest Complete,50
A23088,U3066,2024-06-05,Referral,41
A23089,U2833,2026-01-02,AMA Join,27
A23090,U0413,2025-10-21,AMA Join,35
A23091,U3163,2025-02-04,Event Join,35
A23092,U3853,2024-03-16,Quest Complete,3
A23093,U0585,2024-12-27,Message,43
A23094,U1578,2025-01-21,AMA Join,22
A23095,U2851,2025-12-24,Message,32
A23096,U0150,2024-04-16,Referral,13
A23097,U3104,2025-05-21,Quest Complete,11
A23098,U0938,2026-01-22,Message,3
A23099,U2819,2025-07-26,Event Join,21
A23100,U4394,2025-01-11,AMA Join,42
A23101,U4613,2025-01-11,Event Join,29
A23102,U1193,2024-11-17,Referral,26
A23103,U1524,2025-07-23,AMA Join,27
A23104,U0701,2026-02-19,Message,34
A23105,U4849,2024-05-26,Referral,39
A23106,U2693,2026-04-13,Event Join,22
A23107,U0288,2024-06-29,Event Join,13
A23108,U0272,2024-08-20,Referral,39
A23109,U1217,2025-02-14,Quest Complete,35
A23110,U2863,2025-04-03,Message,28
A23111,U3229,2025-01-24,Referral,41
A23112,U2847,2024-02-26,Referral,26
A23113,U4421,2025-05-03,Message,7
A23114,U0604,2025-10-15,Referral,49
A23115,U4857,2026-02-05,Referral,29
A23116,U2069,2026-02-13,Event Join,46
A23117,U2581,2025-11-27,AMA Join,12
A23118,U3698,2024-05-24,Quest Complete,41
A23119,U1124,2025-09-17,Referral,49
A23120,U3433,2025-02-19,Event Join,21
A23121,U4558,2025-06-08,Event Join,31
A23122,U4749,2025-01-23,Quest Complete,2
A23123,U0317,2024-06-09,Message,34
A23124,U1627,2025-01-18,Event Join,48
A23125,U1474,2024-09-21,Referral,47
A23126,U4713,2026-02-17,AMA Join,20
A23127,U2189,2025-06-18,Event Join,27
A23128,U1199,2024-12-09,AMA Join,11
A23129,U4663,2025-02-25,Event Join,20
A23130,U1136,2025-02-17,Message,47
A23131,U2458,2025-12-14,Quest Complete,24
A23132,U2081,2024-03-23,Quest Complete,30
A23133,U3701,2024-05-28,Message,42
A23134,U2999,2025-08-13,Quest Complete,11
A23135,U3625,2026-03-24,Quest Complete,49
A23136,U4561,2026-05-06,Referral,35
A23137,U0531,2025-12-01,Referral,4
A23138,U0478,2024-10-25,AMA Join,29
A23139,U3222,2025-04-03,AMA Join,2
A23140,U4463,2025-03-16,Referral,21
A23141,U1201,2025-12-04,Quest Complete,16
A23142,U2767,2025-05-14,Quest Complete,47
A23143,U2485,2025-10-25,Quest Complete,3
A23144,U3633,2025-08-31,Quest Complete,41
A23145,U2672,2026-02-03,Referral,50
A23146,U1254,2024-10-24,AMA Join,16
A23147,U0864,2025-06-22,Event Join,22
A23148,U3518,2025-04-21,Referral,14
A23149,U0269,2024-07-12,Referral,13
A23150,U4727,2024-04-22,AMA Join,42
A23151,U1985,2025-05-20,Event Join,38
A23152,U4431,2025-06-06,AMA Join,23
A23153,U2509,2025-05-10,Referral,21
A23154,U4363,2024-09-03,AMA Join,33
A23155,U0530,2024-08-20,AMA Join,48
A23156,U0142,2024-03-08,Quest Complete,28
A23157,U2643,2025-10-09,Event Join,14
A23158,U4274,2025-06-07,Quest Complete,40
A23159,U0169,2026-01-24,Message,3
A23160,U4082,2025-04-29,Message,2
A23161,U3713,2025-03-05,Referral,6
A23162,U0313,2024-06-07,Message,2
A23163,U0249,2025-09-28,AMA Join,48
A23164,U4247,2026-04-05,Quest Complete,27
A23165,U2052,2024-02-09,Quest Complete,36
A23166,U2944,2025-05-08,Referral,46
A23167,U0856,2026-03-02,Quest Complete,17
A23168,U4710,2024-07-17,Referral,46
A23169,U2744,2025-11-28,Message,26
A23170,U3788,2024-07-31,Quest Complete,45
A23171,U0003,2024-05-29,Quest Complete,23
A23172,U0053,2025-01-22,AMA Join,47
A23173,U2811,2024-10-12,Event Join,49
A23174,U0758,2024-10-30,Event Join,4
A23175,U0458,2025-10-18,AMA Join,9
A23176,U0992,2025-09-02,Message,24
A23177,U1781,2024-04-18,Event Join,13
A23178,U1277,2025-07-04,Event Join,38
A23179,U1697,2025-03-22,Quest Complete,5
A23180,U0880,2025-09-07,Quest Complete,26
A23181,U1082,2025-09-18,Message,25
A23182,U3519,2024-03-16,Event Join,9
A23183,U4193,2024-06-24,AMA Join,14
A23184,U3459,2024-08-09,Message,8
A23185,U4712,2024-08-13,Message,49
A23186,U4010,2024-08-20,Message,8
A23187,U3889,2026-03-13,Quest Complete,49
A23188,U0272,2024-07-05,Event Join,26
A23189,U4891,2025-11-23,Referral,15
A23190,U3560,2025-12-23,Referral,25
A23191,U0586,2026-01-25,Referral,8
A23192,U2869,2024-12-16,Event Join,1
A23193,U0298,2024-11-30,Referral,49
A23194,U1480,2024-06-16,Message,9
A23195,U3517,2024-10-04,AMA Join,8
A23196,U1548,2025-02-05,AMA Join,18
A23197,U4617,2025-09-22,Quest Complete,25
A23198,U1742,2024-08-30,Message,32
A23199,U2911,2025-04-15,Message,41
A23200,U3444,2025-02-08,AMA Join,29
A23201,U2067,2026-01-17,Message,20
A23202,U2725,2025-12-08,Quest Complete,18
A23203,U1413,2025-07-14,Quest Complete,45
A23204,U0136,2024-09-11,Referral,44
A23205,U0074,2026-03-08,Referral,12
A23206,U4906,2024-12-17,Referral,46
A23207,U1248,2024-10-22,AMA Join,42
A23208,U1697,2025-03-15,Quest Complete,34
A23209,U3962,2025-02-18,Message,11
A23210,U1436,2026-03-23,Event Join,45
A23211,U1960,2025-08-29,Quest Complete,14
A23212,U4846,2026-03-14,Event Join,23
A23213,U2841,2025-09-16,Message,5
A23214,U0884,2024-09-29,Message,43
A23215,U3175,2026-03-13,Referral,6
A23216,U2514,2025-11-24,Referral,46
A23217,U3180,2024-09-16,Event Join,9
A23218,U2106,2025-03-05,AMA Join,22
A23219,U3237,2026-02-26,Event Join,16
A23220,U2452,2024-05-24,Message,50
A23221,U0751,2025-09-22,Quest Complete,24
A23222,U4823,2024-11-26,Referral,47
A23223,U3353,2025-08-03,Message,22
A23224,U0170,2025-04-09,Event Join,17
A23225,U1972,2025-05-02,Referral,37
A23226,U3456,2024-11-25,Event Join,21
A23227,U3237,2025-11-08,Message,1
A23228,U1284,2025-06-13,Message,41
A23229,U1201,2025-11-21,Referral,35
A23230,U3039,2025-12-15,Quest Complete,1
A23231,U0301,2024-11-25,Quest Complete,5
A23232,U4483,2025-10-10,Quest Complete,2
A23233,U0441,2025-09-30,AMA Join,5
A23234,U1815,2025-01-22,Message,1
A23235,U4905,2025-04-20,Event Join,27
A23236,U1037,2025-01-07,Quest Complete,39
A23237,U2390,2024-06-18,Event Join,10
A23238,U0631,2025-10-09,Message,4
A23239,U0074,2026-02-23,Event Join,36
A23240,U0506,2024-08-09,Event Join,20
A23241,U2988,2025-03-08,Event Join,44
A23242,U2714,2024-08-08,Quest Complete,46
A23243,U2772,2025-01-27,Quest Complete,10
A23244,U1053,2025-10-07,AMA Join,40
A23245,U3475,2024-06-04,Event Join,18
A23246,U3227,2024-08-31,Message,30
A23247,U3229,2024-10-31,Message,23
A23248,U0407,2025-03-24,Quest Complete,14
A23249,U0667,2025-07-31,AMA Join,40
A23250,U2636,2025-11-03,Quest Complete,49
A23251,U3377,2025-10-02,Message,30
A23252,U1013,2025-09-03,Quest Complete,17
A23253,U1028,2024-09-12,Referral,42
A23254,U4015,2025-08-26,AMA Join,46
A23255,U0687,2025-05-05,Event Join,49
A23256,U4281,2025-05-07,AMA Join,36
A23257,U2849,2025-09-02,Referral,43
A23258,U2302,2026-04-22,Event Join,6
A23259,U0667,2025-06-26,Event Join,41
A23260,U1148,2024-11-20,Message,20
A23261,U4767,2024-11-18,Quest Complete,2
A23262,U1355,2024-04-12,Event Join,34
A23263,U4144,2024-10-01,Message,44
A23264,U1205,2024-07-15,Quest Complete,9
A23265,U3095,2025-04-02,AMA Join,11
A23266,U2063,2024-05-17,Event Join,14
A23267,U4490,2024-10-13,AMA Join,30
A23268,U4297,2025-07-22,AMA Join,36
A23269,U0499,2024-03-28,AMA Join,45
A23270,U3961,2025-05-01,AMA Join,9
A23271,U0615,2026-03-09,Message,28
A23272,U1670,2024-10-05,Event Join,34
A23273,U0813,2025-08-27,Quest Complete,16
A23274,U4308,2025-05-15,AMA Join,15
A23275,U2228,2024-08-17,Message,17
A23276,U1110,2026-04-11,Event Join,28
A23277,U0039,2024-12-09,Event Join,50
A23278,U4415,2025-05-08,AMA Join,34
A23279,U4021,2024-08-14,Referral,21
A23280,U2545,2025-01-15,Message,35
A23281,U3043,2024-04-07,AMA Join,4
A23282,U0901,2024-09-09,Referral,32
A23283,U1745,2025-11-17,Message,8
A23284,U0992,2025-10-03,Message,18
A23285,U1105,2024-07-12,AMA Join,14
A23286,U4236,2024-08-25,Event Join,49
A23287,U3589,2024-05-20,Referral,35
