user_id,join_date,source,country,wallet_connected
U2573,28-03-2025,Twitter,India,Yes
U2574,02-11-2025,Discord Invite,Canada,Yes
U2575,19-09-2024,Twitter,Germany,Yes
U2576,05-05-2025,Referral,India,No
U2577,07-08-2024,Ambassador Program,USA,No
U2578,25-07-2024,Referral,UK,Yes
U2579,05-07-2025,Discord Invite,Philippines,No
U2580,04-10-2024,Referral,Nigeria,Yes
U2581,29-07-2025,Twitter,Brazil,Yes
U2582,13-12-2025,Ambassador Program,Germany,No
U2583,05-10-2024,Discord Invite,India,Yes
U2584,20-05-2024,Discord Invite,Nigeria,No
U2585,21-04-2024,Referral,Germany,Yes
U2586,22-09-2025,Referral,UK,Yes
U2587,23-08-2025,Twitter,Philippines,Yes
U2588,02-09-2024,Referral,Australia,Yes
U2589,05-09-2024,Twitter,Germany,Yes
U2590,21-02-2024,Event,Germany,Yes
U2591,16-11-2025,Event,Philippines,No
U2592,27-06-2025,Event,USA,Yes
U2593,19-08-2024,Referral,Singapore,Yes
U2594,15-10-2025,Discord Invite,Germany,Yes
U2595,26-08-2024,Twitter,Philippines,No
U2596,23-02-2024,Event,Singapore,Yes
U2597,12-04-2024,Twitter,Philippines,Yes
U2598,27-02-2025,Discord Invite,Philippines,No
U2599,04-12-2024,Twitter,USA,Yes
U2600,28-04-2025,Twitter,Philippines,Yes
U2601,12-04-2024,Referral,UK,No
U2602,28-11-2025,Twitter,Germany,No
U2603,20-05-2024,Event,India,Yes
U2604,06-01-2024,Twitter,India,Yes
U2605,17-07-2025,Twitter,India,No
U2606,10-06-2024,Discord Invite,Philippines,Yes
U2607,20-02-2025,Twitter,Nigeria,No
U2608,30-10-2025,Twitter,Singapore,Yes
U2609,02-05-2025,Event,Singapore,Yes
U2610,03-05-2025,Twitter,Philippines,Yes
U2611,28-10-2025,Event,UK,No
U2612,23-07-2024,Twitter,UK,No
U2613,21-10-2024,Twitter,Brazil,Yes
U2614,24-11-2024,Event,Philippines,No
U2615,19-10-2024,Twitter,Canada,Yes
U2616,23-10-2025,Twitter,USA,Yes
U2617,01-03-2024,Discord Invite,India,No
U2618,01-04-2024,Twitter,USA,No
U2619,29-10-2025,Event,India,No
U2620,10-08-2025,Twitter,Australia,No
U2621,25-08-2024,Event,Australia,Yes
U2622,01-07-2025,Ambassador Program,Philippines,Yes
U2623,08-02-2024,Discord Invite,Australia,No
U2624,28-06-2024,Ambassador Program,Nigeria,Yes
U2625,03-03-2025,Discord Invite,Brazil,Yes
U2626,29-06-2024,Ambassador Program,UK,Yes
U2627,07-02-2024,Twitter,Nigeria,Yes
U2628,10-02-2025,Referral,USA,No
U2629,22-05-2025,Discord Invite,USA,Yes
U2630,09-07-2024,Discord Invite,Australia,No
U2631,23-10-2024,Referral,UK,Yes
U2632,08-02-2024,Event,Brazil,Yes
U2633,10-01-2024,Twitter,India,Yes
U2634,01-11-2024,Twitter,Nigeria,Yes
U2635,04-08-2025,Event,Brazil,Yes
U2636,09-09-2025,Referral,Germany,Yes
U2637,19-04-2024,Ambassador Program,Singapore,Yes
U2638,09-12-2024,Event,Australia,Yes
U2639,18-10-2024,Ambassador Program,India,Yes
U2640,10-04-2025,Event,Germany,Yes
U2641,18-10-2025,Twitter,India,Yes
U2642,10-07-2025,Twitter,India,Yes
U2643,20-06-2025,Event,Australia,No
U2644,20-05-2025,Referral,India,Yes
U2645,17-05-2024,Twitter,Brazil,No
U2646,31-05-2025,Discord Invite,Brazil,No
U2647,24-04-2025,Ambassador Program,Germany,Yes
U2648,06-10-2024,Discord Invite,USA,No
U2649,16-07-2024,Discord Invite,UK,Yes
U2650,25-04-2024,Discord Invite,Nigeria,No
U2651,04-12-2024,Twitter,Nigeria,No
U2652,15-06-2024,Discord Invite,Canada,Yes
U2653,14-04-2025,Discord Invite,Australia,Yes
U2654,25-10-2025,Twitter,Philippines,Yes
U2655,20-09-2024,Event,Philippines,Yes
U2656,09-07-2024,Discord Invite,Germany,Yes
U2657,15-01-2024,Event,India,Yes
U2658,11-12-2024,Ambassador Program,India,Yes
U2659,29-10-2024,Twitter,Australia,Yes
U2660,04-08-2025,Referral,Singapore,No
U2661,21-11-2025,Discord Invite,USA,No
U2662,16-07-2024,Ambassador Program,Canada,Yes
U2663,28-06-2024,Twitter,Brazil,Yes
U2664,17-09-2025,Referral,India,Yes
U2665,16-10-2025,Referral,Canada,Yes
U2666,19-02-2025,Twitter,Nigeria,No
U2667,13-03-2025,Twitter,Singapore,Yes
U2668,11-06-2025,Referral,Brazil,Yes
U2669,01-12-2024,Event,Australia,No
U2670,29-03-2024,Twitter,Canada,No
U2671,14-02-2025,Referral,Germany,Yes
U2672,16-11-2025,Discord Invite,Brazil,Yes
U2673,07-04-2024,Event,Australia,Yes
U2674,08-07-2024,Twitter,Philippines,Yes
U2675,23-05-2024,Ambassador Program,Australia,No
U2676,03-05-2025,Twitter,Australia,Yes
U2677,27-11-2024,Discord Invite,Brazil,Yes
U2678,11-09-2024,Twitter,Singapore,No
U2679,07-01-2024,Twitter,Brazil,No
U2680,24-09-2024,Discord Invite,UK,No
U2681,27-01-2025,Twitter,USA,Yes
U2682,29-08-2024,Event,Singapore,Yes
U2683,02-04-2025,Twitter,Germany,Yes
U2684,30-09-2024,Discord Invite,Singapore,Yes
U2685,03-12-2024,Twitter,Nigeria,Yes
U2686,05-11-2024,Twitter,Germany,Yes
U2687,19-08-2025,Twitter,Philippines,Yes
U2688,09-08-2025,Discord Invite,Brazil,No
U2689,12-01-2024,Discord Invite,Australia,Yes
U2690,24-09-2024,Discord Invite,Brazil,No
U2691,31-10-2025,Discord Invite,Nigeria,Yes
U2692,03-01-2025,Referral,Canada,No
U2693,10-12-2025,Twitter,Nigeria,Yes
U2694,29-08-2024,Discord Invite,UK,No
U2695,04-03-2024,Ambassador Program,Australia,Yes
U2696,14-11-2025,Discord Invite,Australia,Yes
U2697,01-05-2024,Referral,India,No
U2698,21-04-2025,Twitter,Canada,Yes
U2699,10-11-2024,Event,India,Yes
U2700,12-06-2024,Event,Philippines,No
U2701,19-02-2025,Discord Invite,USA,No
U2702,03-12-2025,Ambassador Program,USA,Yes
U2703,29-05-2025,Twitter,Brazil,Yes
U2704,21-12-2025,Twitter,USA,Yes
U2705,14-11-2024,Event,Australia,Yes
U2706,07-12-2025,Event,Nigeria,No
U2707,30-04-2024,Twitter,Canada,Yes
U2708,16-10-2025,Twitter,Brazil,Yes
U2709,29-10-2024,Twitter,Brazil,No
U2710,11-01-2025,Twitter,Canada,Yes
U2711,21-09-2025,Event,Australia,Yes
U2712,14-08-2024,Discord Invite,Philippines,Yes
U2713,12-08-2024,Twitter,Philippines,Yes
U2714,16-05-2024,Discord Invite,Brazil,Yes
U2715,04-05-2025,Twitter,Philippines,Yes
U2716,05-06-2024,Twitter,Australia,Yes
U2717,10-04-2025,Referral,UK,Yes
U2718,12-09-2025,Ambassador Program,UK,Yes
U2719,17-01-2025,Event,India,Yes
U2720,01-03-2025,Twitter,Singapore,Yes
U2721,19-12-2025,Ambassador Program,Germany,Yes
U2722,16-07-2025,Event,USA,Yes
U2723,27-04-2025,Event,Philippines,Yes
U2724,04-07-2025,Discord Invite,UK,Yes
U2725,11-11-2025,Discord Invite,Nigeria,Yes
U2726,11-08-2024,Twitter,Canada,No
U2727,10-09-2024,Twitter,Singapore,Yes
U2728,27-11-2025,Twitter,India,No
U2729,02-09-2025,Twitter,Germany,No
U2730,24-03-2024,Discord Invite,UK,Yes
U2731,22-06-2025,Event,India,Yes
U2732,02-04-2025,Discord Invite,Singapore,No
U2733,24-06-2025,Twitter,Canada,Yes
U2734,21-12-2025,Ambassador Program,USA,No
U2735,05-01-2025,Ambassador Program,UK,Yes
U2736,20-03-2024,Event,Canada,Yes
U2737,31-07-2025,Ambassador Program,Germany,Yes
U2738,24-04-2024,Discord Invite,Philippines,Yes
U2739,04-03-2024,Ambassador Program,Singapore,Yes
U2740,14-07-2025,Twitter,Germany,Yes
U2741,01-06-2025,Discord Invite,USA,No
U2742,26-07-2024,Twitter,Canada,No
U2743,09-08-2025,Twitter,Australia,Yes
U2744,03-07-2025,Twitter,USA,No
U2745,02-06-2024,Referral,Brazil,No
U2746,17-06-2024,Event,UK,No
U2747,01-12-2024,Referral,Philippines,Yes
U2748,16-06-2025,Twitter,Singapore,No
U2749,28-03-2025,Event,Nigeria,Yes
U2750,29-04-2024,Referral,Canada,Yes
U2751,27-11-2025,Discord Invite,Australia,No
U2752,29-07-2024,Referral,Nigeria,Yes
U2753,20-08-2025,Twitter,UK,Yes
U2754,15-05-2025,Twitter,UK,No
U2755,03-04-2024,Ambassador Program,Singapore,Yes
U2756,06-06-2025,Twitter,Australia,No
U2757,01-04-2025,Discord Invite,UK,No
U2758,26-02-2024,Ambassador Program,Nigeria,Yes
U2759,09-04-2025,Event,Australia,Yes
U2760,15-05-2024,Twitter,Nigeria,No
U2761,09-06-2025,Twitter,USA,Yes
U2762,01-03-2025,Twitter,Germany,No
U2763,12-04-2025,Referral,Australia,No
U2764,31-07-2025,Discord Invite,India,Yes
U2765,29-02-2024,Twitter,Germany,Yes
U2766,26-07-2025,Ambassador Program,Germany,No
U2767,18-04-2025,Discord Invite,Australia,Yes
U2768,19-11-2025,Twitter,Philippines,Yes
U2769,11-11-2024,Discord Invite,UK,No
U2770,23-01-2024,Referral,USA,No
U2771,09-02-2025,Twitter,Philippines,Yes
U2772,17-09-2024,Twitter,Philippines,Yes
U2773,04-01-2024,Event,India,Yes
U2774,11-08-2024,Discord Invite,Canada,No
U2775,15-08-2025,Discord Invite,Australia,No
U2776,15-03-2024,Discord Invite,Nigeria,No
U2777,16-02-2024,Twitter,UK,Yes
U2778,09-03-2025,Twitter,Philippines,No
U2779,18-12-2024,Discord Invite,USA,No
U2780,18-12-2025,Twitter,Canada,Yes
U2781,06-03-2024,Twitter,India,Yes
U2782,08-07-2025,Event,Brazil,No
U2783,02-03-2024,Ambassador Program,UK,Yes
U2784,11-03-2024,Event,Brazil,Yes
U2785,28-04-2025,Ambassador Program,Germany,Yes
U2786,02-02-2024,Twitter,Philippines,Yes
U2787,20-10-2024,Ambassador Program,Singapore,Yes
U2788,22-02-2025,Twitter,UK,Yes
U2789,03-07-2024,Ambassador Program,Nigeria,No
U2790,18-05-2024,Ambassador Program,Canada,No
U2791,18-10-2025,Event,USA,No
U2792,23-10-2025,Ambassador Program,UK,Yes
U2793,06-03-2025,Referral,Nigeria,No
U2794,18-01-2025,Twitter,Australia,No
U2795,26-01-2025,Discord Invite,Brazil,Yes
U2796,04-04-2025,Referral,Australia,Yes
U2797,21-01-2025,Twitter,Canada,Yes
U2798,19-01-2025,Referral,India,No
U2799,23-03-2024,Ambassador Program,Philippines,Yes
U2800,30-11-2025,Twitter,UK,No
U2801,08-11-2025,Event,Singapore,Yes
U2802,06-07-2025,Ambassador Program,Brazil,Yes
U2803,16-05-2024,Ambassador Program,Brazil,No
U2804,31-10-2025,Ambassador Program,UK,Yes
U2805,22-12-2024,Discord Invite,Germany,Yes
U2806,01-05-2024,Ambassador Program,Australia,No
U2807,01-07-2024,Event,Brazil,No
U2808,04-07-2025,Twitter,Nigeria,Yes
U2809,06-02-2025,Discord Invite,USA,Yes
U2810,25-06-2025,Event,Philippines,Yes
U2811,10-05-2024,Twitter,Brazil,No
U2812,16-08-2024,Referral,Nigeria,Yes
U2813,04-01-2024,Referral,Canada,Yes
U2814,24-01-2024,Twitter,Canada,Yes
U2815,01-11-2024,Referral,Philippines,No
U2816,19-04-2025,Event,Germany,No
U2817,20-11-2025,Discord Invite,Singapore,No
U2818,11-07-2025,Twitter,Philippines,Yes
U2819,10-03-2025,Twitter,India,No
U2820,28-06-2025,Discord Invite,Germany,Yes
U2821,23-01-2025,Ambassador Program,Brazil,Yes
U2822,23-08-2024,Twitter,Philippines,No
U2823,10-09-2024,Referral,Australia,Yes
U2824,16-04-2025,Twitter,Canada,Yes
U2825,20-12-2024,Twitter,Nigeria,No
U2826,07-06-2024,Event,Philippines,Yes
U2827,09-10-2024,Event,Australia,Yes
U2828,12-07-2024,Twitter,Germany,Yes
U2829,25-04-2024,Discord Invite,India,Yes
U2830,02-02-2024,Twitter,Nigeria,No
U2831,07-11-2025,Discord Invite,USA,Yes
U2832,05-03-2025,Referral,India,No
U2833,21-09-2025,Twitter,Brazil,Yes
U2834,17-01-2024,Twitter,Australia,Yes
U2835,03-09-2024,Discord Invite,Philippines,Yes
U2836,30-07-2024,Ambassador Program,Philippines,No
U2837,09-03-2024,Ambassador Program,UK,Yes
U2838,13-04-2024,Twitter,Canada,No
U2839,31-08-2025,Event,Brazil,Yes
U2840,04-02-2024,Discord Invite,Australia,No
U2841,02-04-2025,Discord Invite,Philippines,No
U2842,04-09-2025,Event,USA,No
U2843,19-11-2025,Ambassador Program,Nigeria,No
U2844,21-12-2025,Ambassador Program,Brazil,Yes
U2845,19-02-2024,Referral,Germany,No
U2846,07-09-2024,Discord Invite,USA,Yes
U2847,15-02-2024,Event,Nigeria,Yes
U2848,15-02-2025,Twitter,Singapore,Yes
U2849,25-03-2025,Referral,Canada,Yes
U2850,27-08-2024,Discord Invite,Brazil,Yes
U2851,06-07-2025,Referral,Australia,Yes
U2852,10-08-2024,Twitter,India,Yes
U2853,27-02-2024,Twitter,Nigeria,Yes
U2854,23-05-2024,Ambassador Program,Germany,Yes
U2855,30-05-2025,Twitter,Philippines,No
U2856,23-10-2024,Discord Invite,India,No
U2857,27-08-2024,Twitter,USA,No
U2858,12-08-2025,Twitter,Canada,Yes
U2859,22-11-2024,Twitter,Australia,Yes
U2860,14-08-2025,Twitter,India,No
U2861,04-09-2025,Ambassador Program,Germany,No
U2862,19-11-2025,Twitter,Nigeria,No
U2863,24-11-2024,Ambassador Program,Australia,Yes
U2864,30-08-2024,Referral,Singapore,Yes
U2865,05-11-2024,Discord Invite,Philippines,No
U2866,26-05-2024,Referral,Canada,Yes
U2867,07-11-2025,Discord Invite,India,Yes
U2868,17-06-2025,Event,Canada,No
U2869,14-08-2024,Twitter,Canada,No
U2870,27-02-2025,Discord Invite,Canada,Yes
U2871,03-11-2024,Ambassador Program,Nigeria,Yes
U2872,08-10-2024,Ambassador Program,Canada,No
U2873,03-03-2024,Ambassador Program,Singapore,Yes
U2874,24-07-2025,Discord Invite,USA,No
U2875,28-08-2025,Event,Germany,No
U2876,28-06-2024,Discord Invite,Australia,No
U2877,03-10-2025,Discord Invite,Singapore,No
U2878,26-11-2025,Twitter,Australia,Yes
U2879,13-03-2025,Referral,Germany,Yes
U2880,23-07-2025,Twitter,USA,Yes
U2881,22-05-2025,Twitter,Brazil,Yes
U2882,18-02-2024,Ambassador Program,Australia,Yes
U2883,18-12-2024,Twitter,Australia,Yes
U2884,20-10-2025,Twitter,USA,No
U2885,18-11-2025,Twitter,India,Yes
U2886,25-01-2025,Ambassador Program,Singapore,Yes
U2887,21-06-2025,Discord Invite,India,Yes
U2888,22-11-2024,Discord Invite,India,Yes
U2889,14-12-2025,Event,India,Yes
U2890,02-03-2025,Event,Canada,Yes
U2891,22-02-2025,Twitter,Philippines,Yes
U2892,01-06-2024,Referral,Australia,No
U2893,03-11-2024,Event,India,No
U2894,20-01-2025,Referral,Singapore,No
U2895,07-07-2024,Twitter,Philippines,Yes
U2896,04-07-2025,Ambassador Program,Philippines,Yes
U2897,29-04-2025,Discord Invite,India,Yes
U2898,03-09-2024,Twitter,Nigeria,Yes
U2899,18-08-2024,Discord Invite,India,Yes
U2900,03-11-2024,Twitter,Nigeria,Yes
U2901,25-12-2025,Twitter,India,No
U2902,27-05-2024,Event,Singapore,Yes
U2903,19-04-2025,Twitter,Nigeria,Yes
U2904,29-02-2024,Discord Invite,Canada,Yes
U2905,29-07-2025,Discord Invite,Philippines,Yes
U2906,26-02-2025,Twitter,India,No
U2907,02-03-2025,Ambassador Program,Philippines,Yes
U2908,24-07-2025,Twitter,India,Yes
U2909,26-06-2025,Twitter,Australia,Yes
U2910,17-05-2024,Twitter,Australia,Yes
U2911,01-02-2025,Twitter,UK,Yes
U2912,05-09-2024,Twitter,India,No
U2913,18-09-2024,Event,UK,No
U2914,27-07-2024,Ambassador Program,USA,No
U2915,04-12-2024,Twitter,USA,Yes
U2916,24-10-2025,Referral,Philippines,Yes
U2917,21-03-2024,Event,Nigeria,Yes
U2918,05-04-2025,Event,India,No
U2919,14-01-2025,Discord Invite,Germany,No
U2920,04-04-2024,Twitter,India,No
U2921,02-07-2025,Twitter,India,Yes
U2922,14-07-2024,Event,Germany,Yes
U2923,22-02-2024,Event,USA,Yes
U2924,01-10-2024,Twitter,UK,Yes
U2925,21-01-2025,Discord Invite,Philippines,Yes
U2926,20-11-2025,Ambassador Program,USA,Yes
U2927,11-09-2025,Event,Germany,No
U2928,09-09-2025,Ambassador Program,India,Yes
U2929,10-02-2024,Event,USA,Yes
U2930,15-03-2024,Discord Invite,Singapore,Yes
U2931,11-07-2024,Referral,Australia,Yes
U2932,24-08-2025,Referral,India,No
U2933,18-11-2025,Twitter,Brazil,Yes
U2934,26-07-2025,Discord Invite,Germany,Yes
U2935,10-08-2024,Event,Canada,No
U2936,05-05-2025,Twitter,Nigeria,Yes
U2937,01-08-2024,Event,Canada,Yes
U2938,06-12-2024,Referral,USA,No
U2939,06-11-2024,Ambassador Program,India,No
U2940,16-01-2024,Twitter,Nigeria,Yes
U2941,04-08-2024,Twitter,Nigeria,Yes
U2942,13-07-2024,Referral,Philippines,Yes
U2943,30-04-2024,Twitter,Canada,No
U2944,05-05-2025,Event,India,Yes
U2945,05-09-2024,Event,Philippines,No
U2946,13-12-2025,Twitter,UK,No
U2947,10-09-2025,Discord Invite,Canada,No
U2948,21-12-2025,Discord Invite,Australia,Yes
U2949,28-07-2024,Discord Invite,Australia,Yes
U2950,10-02-2025,Ambassador Program,Philippines,Yes
U2951,02-09-2024,Event,UK,No
U2952,19-07-2025,Referral,Singapore,Yes
U2953,25-11-2024,Event,Singapore,Yes
U2954,16-10-2024,Discord Invite,Australia,Yes
U2955,24-01-2025,Ambassador Program,Brazil,Yes
U2956,22-04-2025,Referral,Germany,Yes
U2957,30-06-2025,Event,Germany,Yes
U2958,26-10-2025,Ambassador Program,Brazil,Yes
U2959,02-01-2025,Twitter,Philippines,Yes
U2960,11-11-2024,Event,Germany,Yes
U2961,24-09-2024,Twitter,Germany,No
U2962,03-01-2025,Twitter,Canada,No
U2963,09-06-2025,Twitter,Canada,Yes
U2964,24-05-2025,Ambassador Program,Brazil,Yes
U2965,22-04-2025,Ambassador Program,India,No
U2966,10-04-2024,Event,UK,Yes
U2967,25-04-2025,Event,Philippines,Yes
U2968,23-11-2024,Referral,Canada,Yes
U2969,27-07-2024,Ambassador Program,Canada,Yes
U2970,14-01-2025,Discord Invite,Singapore,Yes
U2971,16-11-2024,Discord Invite,UK,No
U2972,27-02-2025,Twitter,Singapore,No
U2973,16-02-2024,Event,India,Yes
U2974,30-07-2025,Event,UK,Yes
U2975,14-08-2024,Discord Invite,Germany,Yes
U2976,29-05-2024,Twitter,Singapore,Yes
U2977,17-01-2024,Event,Australia,Yes
U2978,24-09-2024,Twitter,Philippines,Yes
U2979,20-07-2025,Event,Germany,No
U2980,21-08-2025,Ambassador Program,UK,Yes
U2981,16-08-2025,Discord Invite,Australia,No
U2982,03-03-2025,Twitter,India,Yes
U2983,29-10-2024,Event,Australia,Yes
U2984,05-06-2024,Event,Canada,Yes
U2985,19-07-2024,Discord Invite,Brazil,Yes
U2986,03-12-2024,Ambassador Program,Australia,No
U2987,23-08-2024,Twitter,Nigeria,Yes
U2988,23-01-2025,Discord Invite,India,Yes
U2989,06-08-2025,Event,Germany,Yes
U2990,08-09-2024,Ambassador Program,Singapore,Yes
U2991,26-05-2025,Twitter,USA,Yes
U2992,17-07-2025,Event,India,Yes
U2993,01-11-2025,Referral,Nigeria,No
U2994,02-12-2025,Discord Invite,Canada,No
U2995,11-12-2024,Twitter,Singapore,Yes
U2996,20-09-2024,Ambassador Program,Philippines,Yes
U2997,15-05-2025,Twitter,USA,Yes
U2998,19-10-2025,Twitter,Australia,Yes
U2999,17-05-2025,Twitter,Nigeria,No
U3000,16-04-2025,Ambassador Program,Australia,No
U3001,21-06-2024,Referral,Philippines,Yes
U3002,26-12-2024,Event,India,Yes
U3003,22-06-2024,Twitter,Brazil,No
U3004,23-05-2024,Referral,Nigeria,No
U3005,13-07-2025,Referral,UK,Yes
U3006,15-05-2025,Event,Germany,Yes
U3007,07-07-2024,Ambassador Program,UK,Yes
U3008,09-07-2025,Twitter,Brazil,No
U3009,19-10-2025,Referral,Philippines,Yes
U3010,01-03-2024,Twitter,UK,No
U3011,20-06-2025,Discord Invite,Canada,Yes
U3012,04-02-2024,Twitter,Nigeria,Yes
U3013,17-03-2024,Twitter,Canada,Yes
U3014,15-11-2025,Discord Invite,USA,No
U3015,19-02-2024,Referral,Brazil,Yes
U3016,07-01-2024,Twitter,USA,No
U3017,26-02-2025,Event,USA,Yes
U3018,20-05-2024,Discord Invite,USA,No
U3019,07-10-2025,Twitter,India,No
U3020,24-08-2024,Event,India,Yes
U3021,10-03-2024,Twitter,Brazil,No
U3022,25-12-2025,Discord Invite,Singapore,Yes
U3023,03-06-2024,Referral,UK,Yes
U3024,10-01-2024,Twitter,India,Yes
U3025,11-08-2024,Twitter,Australia,No
U3026,01-06-2025,Discord Invite,Canada,No
U3027,11-04-2025,Ambassador Program,India,Yes
U3028,17-01-2025,Referral,Philippines,No
U3029,02-03-2024,Referral,USA,Yes
U3030,24-09-2025,Referral,India,No
U3031,15-10-2025,Twitter,Brazil,Yes
U3032,13-11-2025,Discord Invite,Canada,Yes
U3033,23-09-2025,Event,Canada,Yes
U3034,09-05-2025,Twitter,Singapore,Yes
U3035,06-11-2025,Twitter,Germany,Yes
U3036,14-05-2025,Twitter,Germany,Yes
U3037,17-01-2024,Discord Invite,UK,Yes
U3038,07-01-2024,Ambassador Program,Australia,No
U3039,28-06-2025,Twitter,Nigeria,Yes
U3040,18-07-2025,Discord Invite,Brazil,No
U3041,25-02-2025,Twitter,Philippines,Yes
U3042,13-01-2024,Ambassador Program,India,Yes
U3043,18-01-2024,Twitter,Brazil,Yes
U3044,26-06-2025,Discord Invite,Australia,No
U3045,08-10-2024,Event,Germany,No
U3046,02-07-2025,Event,Brazil,Yes
U3047,20-10-2024,Discord Invite,India,Yes
U3048,18-01-2024,Twitter,Singapore,Yes
U3049,29-05-2025,Discord Invite,UK,Yes
U3050,15-12-2025,Twitter,Singapore,No
U3051,21-11-2025,Twitter,Germany,Yes
U3052,16-03-2025,Discord Invite,USA,Yes
U3053,02-07-2024,Twitter,Germany,No
U3054,19-04-2024,Twitter,UK,No
U3055,08-04-2024,Referral,India,Yes
U3056,20-06-2025,Ambassador Program,Australia,Yes
U3057,01-06-2024,Referral,Nigeria,Yes
U3058,03-09-2024,Twitter,Singapore,Yes
U3059,15-07-2024,Twitter,Germany,Yes
U3060,26-09-2025,Ambassador Program,Australia,No
U3061,23-06-2025,Twitter,Singapore,No
U3062,15-09-2024,Twitter,Germany,Yes
U3063,28-12-2024,Referral,UK,Yes
U3064,30-09-2024,Referral,Singapore,Yes
U3065,10-02-2025,Referral,Germany,Yes
U3066,21-03-2024,Twitter,India,Yes
U3067,17-01-2025,Twitter,UK,Yes
U3068,19-02-2025,Ambassador Program,Australia,Yes
U3069,15-04-2025,Twitter,Australia,Yes
U3070,01-08-2025,Referral,Nigeria,Yes
U3071,06-09-2024,Event,Brazil,Yes
U3072,14-12-2025,Referral,USA,Yes
U3073,19-08-2024,Twitter,India,Yes
U3074,03-11-2024,Twitter,UK,Yes
U3075,01-12-2025,Referral,Singapore,Yes
U3076,23-03-2024,Ambassador Program,Australia,Yes
U3077,31-10-2025,Ambassador Program,India,No
U3078,27-10-2025,Twitter,UK,Yes
U3079,02-02-2024,Twitter,UK,Yes
U3080,05-04-2024,Ambassador Program,Singapore,Yes
U3081,19-02-2025,Event,UK,Yes
U3082,23-01-2025,Ambassador Program,Philippines,No
U3083,21-01-2025,Twitter,India,No
U3084,19-07-2025,Referral,Germany,Yes
U3085,02-05-2025,Event,Australia,Yes
U3086,27-02-2024,Referral,Australia,Yes
U3087,14-10-2025,Discord Invite,Germany,Yes
U3088,10-01-2024,Twitter,India,Yes
U3089,20-12-2025,Referral,USA,Yes
U3090,24-06-2024,Twitter,India,Yes
U3091,25-03-2024,Discord Invite,Canada,Yes
U3092,26-05-2025,Ambassador Program,UK,No
U3093,20-03-2025,Discord Invite,Brazil,Yes
U3094,22-10-2025,Event,Singapore,Yes
U3095,05-12-2024,Twitter,Philippines,Yes
U3096,02-08-2025,Referral,Brazil,Yes
U3097,07-04-2024,Ambassador Program,Germany,No
U3098,24-06-2025,Twitter,Singapore,Yes
U3099,13-02-2024,Twitter,Singapore,No
U3100,23-08-2024,Discord Invite,Singapore,Yes
U3101,04-08-2024,Twitter,Australia,No
U3102,09-12-2025,Event,Philippines,No
U3103,03-08-2025,Ambassador Program,Australia,Yes
U3104,01-05-2025,Discord Invite,UK,Yes
U3105,04-10-2024,Twitter,Canada,No
U3106,17-02-2024,Discord Invite,Nigeria,Yes
U3107,17-03-2024,Event,Philippines,Yes
U3108,01-12-2025,Twitter,Brazil,Yes
U3109,14-10-2024,Referral,UK,Yes
U3110,10-07-2025,Referral,India,Yes
U3111,31-07-2025,Referral,Germany,Yes
U3112,04-11-2025,Twitter,Canada,Yes
U3113,03-02-2024,Event,UK,Yes
U3114,02-07-2024,Twitter,India,No
U3115,18-11-2024,Twitter,Canada,Yes
U3116,17-01-2024,Ambassador Program,India,No
U3117,31-07-2024,Event,Philippines,No
U3118,24-08-2025,Twitter,India,No
U3119,27-05-2024,Twitter,Canada,No
U3120,30-12-2025,Twitter,India,No
U3121,11-02-2025,Twitter,Brazil,No
U3122,19-03-2024,Twitter,UK,Yes
U3123,02-11-2024,Twitter,Canada,Yes
U3124,15-06-2024,Discord Invite,Brazil,No
U3125,31-07-2025,Event,India,Yes
U3126,03-09-2024,Referral,India,No
U3127,03-08-2025,Referral,Singapore,No
U3128,02-02-2025,Twitter,Canada,Yes
U3129,24-11-2025,Ambassador Program,Philippines,No
U3130,07-07-2025,Event,India,Yes
U3131,05-12-2024,Event,Germany,Yes
U3132,28-01-2025,Event,Australia,Yes
U3133,23-05-2024,Ambassador Program,Nigeria,Yes
U3134,06-12-2025,Discord Invite,Australia,Yes
U3135,21-03-2024,Twitter,Philippines,Yes
U3136,27-05-2025,Referral,UK,Yes
U3137,20-12-2024,Event,USA,No
U3138,24-02-2024,Event,Germany,Yes
U3139,10-04-2024,Discord Invite,USA,Yes
U3140,23-03-2025,Twitter,India,Yes
U3141,25-08-2024,Discord Invite,UK,No
U3142,18-03-2024,Ambassador Program,Brazil,No
U3143,14-12-2024,Referral,India,Yes
U3144,11-09-2025,Discord Invite,USA,Yes
U3145,20-09-2025,Twitter,India,No
U3146,01-09-2025,Discord Invite,Nigeria,Yes
U3147,10-02-2025,Ambassador Program,Singapore,Yes
U3148,30-11-2024,Referral,Nigeria,Yes
U3149,31-01-2024,Event,UK,Yes
U3150,11-10-2025,Discord Invite,Brazil,No
U3151,06-10-2024,Referral,Nigeria,Yes
U3152,06-04-2025,Twitter,Canada,Yes
U3153,17-05-2025,Event,Brazil,Yes
U3154,21-08-2024,Discord Invite,USA,No
U3155,30-12-2024,Discord Invite,Nigeria,No
U3156,20-07-2025,Referral,Singapore,No
U3157,19-01-2025,Ambassador Program,Brazil,Yes
U3158,18-03-2025,Twitter,India,Yes
U3159,09-07-2024,Event,Singapore,No
U3160,27-11-2025,Twitter,India,Yes
U3161,22-08-2025,Discord Invite,Nigeria,No
U3162,07-11-2025,Twitter,Germany,Yes
